year,lat,lon,flag,total_effort,total_catch
2011,-0.5,151.5,TW,5.93,29.974
2011,-0.5,152.5,TW,10.61,59.95100000000001
2011,-0.5,153.5,TW,94.42,1296.152
2011,-0.5,154.5,TW,71.49,889.8030000000001
2011,-0.5,155.5,TW,54.27,1270.2530000000002
2011,-0.5,156.5,TW,81.95,1546.747
2011,-0.5,157.5,TW,17.42,161.868
2011,-0.5,164.5,TW,22.51,182.25300000000001
2011,2.5,151.5,TW,17.61,61.150999999999996
2011,2.5,153.5,TW,12.97,17.985000000000003
2011,2.5,154.5,TW,17.61,139.08599999999998
2011,2.5,155.5,TW,15.46,41.967
2011,2.5,156.5,TW,24.47,178.65599999999998
2011,2.5,157.5,TW,8.95,107.913
2011,-1.5,152.5,TW,6.96,119.90100000000001
2011,-1.5,153.5,TW,16.49,233.812
2011,-1.5,154.5,TW,71.89,513.1840000000001
2011,-1.5,155.5,TW,35.86,569.5409999999999
2011,-1.5,156.5,TW,19.81,135.491
2011,-1.5,157.5,TW,8.02,220.622
2011,-1.5,158.5,TW,23.57,320.141
2011,-1.5,159.5,TW,75.94,521.6980000000001
2011,-1.5,160.5,TW,36.72,322.538
2011,-1.5,167.5,TW,7.1,142.686
2011,3.5,151.5,TW,7,17.985000000000003
2011,3.5,152.5,TW,5.26,31.174
2011,3.5,153.5,TW,25.11,57.553
2011,3.5,155.5,TW,41.04,288.966
2011,3.5,156.5,TW,16.12,225.417
2011,3.5,159.5,TW,7.51,149.87900000000002
2011,3.5,160.5,TW,10,100.71900000000001
2011,-2.5,153.5,TW,15.69,332.132
2011,-2.5,154.5,TW,25.8,311.746
2011,-2.5,156.5,TW,9.88,56.354000000000006
2011,-2.5,157.5,TW,9.17,77.937
2011,-2.5,158.5,TW,24.77,310.54999999999995
2011,-2.5,159.5,TW,46.23,390.884
2011,-2.5,160.5,TW,23.37,857.307
2011,4.5,151.5,TW,4.91,41.967000000000006
2011,-3.5,157.5,TW,15.9,194.24099999999999
2011,-3.5,158.5,TW,27.28,199.03799999999998
2011,-3.5,159.5,TW,10.24,89.92699999999999
2011,0.5,148.5,US,7.06,46.553
2011,0.5,149.5,US,14.27,87.93
2011,0.5,150.5,US,31.37,124.136
2011,0.5,151.5,US,15.63,181.03
2011,0.5,152.5,US,12.09,107.583
2011,0.5,153.5,US,12.84,191.375
2011,0.5,154.5,US,34.35,487.33400000000006
2011,0.5,155.5,US,32.35,498.714
2011,0.5,156.5,US,16.88,175.858
2011,1.5,149.5,US,16.67,438.61
2011,1.5,151.5,US,8.84,22.779
2011,1.5,152.5,US,11.86,55.902
2011,1.5,153.5,US,9.6,201.92700000000002
2011,1.5,154.5,US,10.2,175.857
2011,1.5,155.5,US,23.83,212.06400000000002
2011,1.5,156.5,US,16.54,110.68599999999999
2011,1.5,164.5,US,19.28,295.856
2011,-0.5,150.5,US,4.67,20.69
2011,-0.5,152.5,US,12.53,313.442
2011,-0.5,153.5,US,32,1148.611
2011,-0.5,154.5,US,12.85,43.468999999999994
2011,-0.5,155.5,US,25.24,753.8629999999999
2011,-0.5,156.5,US,10.26,429.301
2011,-0.5,157.5,US,4.05,134.48000000000002
2011,2.5,151.5,US,10.26,263.78700000000003
2011,2.5,152.5,US,7.7,36.247
2011,2.5,155.5,US,12.72,170.68699999999998
2011,2.5,156.5,US,7.81,82.758
2011,-1.5,153.5,US,16.44,274.132
2011,-1.5,154.5,US,41.46,413.99300000000005
2011,-1.5,155.5,US,30.07,269.27
2011,-1.5,156.5,US,21.99,384.45700000000005
2011,-1.5,157.5,US,5.13,82.757
2011,-1.5,158.5,US,8.55,42.413000000000004
2011,-1.5,159.5,US,20.79,585.762
2011,-1.5,160.5,US,8.01,375.509
2011,3.5,155.5,US,23.29,166.60099999999997
2011,3.5,157.5,US,14.46,108.62
2011,-2.5,153.5,US,4.68,5.172
2011,-2.5,154.5,US,14.82,232.805
2011,-2.5,158.5,US,16.51,287.59499999999997
2011,-2.5,159.5,US,8.74,253.598
2011,-2.5,160.5,US,6.89,24.826999999999998
2011,4.5,150.5,US,22.81,132.411
2011,-3.5,-178.5,US,38.71,157.237
2011,-4.5,158.5,US,5.91,205.857
2011,-5.5,-172.5,US,10.42,52.86
2011,-5.5,-173.5,US,32.29,818.153
2011,-6.5,-171.5,US,18.37,734.5400000000001
2011,-6.5,-172.5,US,53.5,1566.709
2011,-7.5,-171.5,US,70.65,1897.98
2011,-7.5,-172.5,US,66.8,1490.461
2011,-7.5,-173.5,US,23.55,627.915
2011,-8.5,-170.5,US,17.22,250.493
2011,-8.5,-171.5,US,16.29,209.57999999999998
2011,-8.5,-172.5,US,14.96,372.612
2011,-8.5,-173.5,US,58.78,1275.2450000000001
2011,-8.5,-174.5,US,23.41,470.489
2011,-8.5,-176.5,US,31.7,294.822
2011,-9.5,-172.5,US,24.01,230.891
2011,-9.5,-174.5,US,10.41,181.031
2011,-12.5,-163.5,US,22.49,569.729
2011,-12.5,-164.5,US,21.16,424.645
2011,0.5,151.5,CN,10.81,115.16300000000001
2011,0.5,153.5,CN,22.92,501.89500000000004
2011,-0.5,147.5,CN,10.48,400.491
2011,-0.5,149.5,CN,22.17,249.24800000000002
2011,-0.5,150.5,CN,17.81,584.403
2011,-0.5,151.5,CN,25.37,387.078
2011,-0.5,153.5,CN,9.14,190.79
2011,-0.5,154.5,CN,13.46,300.79400000000004
2011,-0.5,155.5,CN,20.27,249.23
2011,-0.5,156.5,CN,30.54,782.063
2011,-0.5,157.5,CN,38.83,601.586
2011,-1.5,147.5,CN,8.08,607.6039999999999
2011,-1.5,149.5,CN,8.08,189.103
2011,-1.5,150.5,CN,16.13,514.117
2011,-1.5,151.5,CN,57.34,1074.264
2011,-1.5,152.5,CN,19.94,331.734
2011,-1.5,153.5,CN,15.18,120.31700000000001
2011,-1.5,154.5,CN,41.25,596.43
2011,-1.5,155.5,CN,9.69,189.071
2011,-1.5,156.5,CN,24.59,250.94899999999998
2011,-1.5,157.5,CN,8.87,137.506
2011,-1.5,159.5,CN,18.78,42.97
2011,-2.5,152.5,CN,10.3,369.547
2011,-2.5,153.5,CN,40.75,517.3679999999999
2011,-2.5,154.5,CN,58.62,237.19500000000002
2011,-2.5,155.5,CN,26.31,340.324
2011,-2.5,157.5,CN,14.15,165.00699999999998
2011,-2.5,158.5,CN,8.19,85.939
2011,-3.5,155.5,CN,78.53,952.224
2011,-3.5,156.5,CN,23.77,344.10699999999997
2011,-3.5,157.5,CN,13.34,73.911
2011,-3.5,158.5,CN,17.22,189.07000000000002
2011,-4.5,156.5,CN,35.43,446.91100000000006
2011,-4.5,157.5,CN,9.69,20.627
2011,-5.5,153.5,CN,30.62,503.61400000000003
2011,-6.5,153.5,CN,45.15,890.3469999999999
2011,-2.5,-168.5,EC,17.92,758
2011,1.5,-171.5,ES,2.42,185.56
2011,3.5,-170.5,ES,5.21,351.062
2011,3.5,-171.5,ES,3.2,175.53
2011,-2.5,-168.5,ES,17.34,913.761
2011,-3.5,-169.5,ES,3.63,174.52800000000002
2011,-3.5,178.5,ES,4.31,265.80199999999996
2011,-3.5,179.5,ES,5.4,429.29600000000005
2011,-0.5,156.5,FM,16.37,239.88500000000002
2011,-0.5,157.5,FM,8.66,251.309
2011,-2.5,153.5,FM,14.03,266.388
2011,-2.5,155.5,FM,11.39,116.515
2011,-2.5,156.5,FM,4.95,53.68899999999999
2011,-3.5,155.5,FM,26.06,342.69500000000005
2011,-3.5,156.5,FM,11.8,216.067
2011,-3.5,157.5,FM,10.89,70.823
2011,-4.5,157.5,FM,3.85,131.365
2011,-5.5,156.5,FM,18.82,207.9
2011,-6.5,158.5,FM,3.92,85.788
2011,-6.5,160.5,FM,6.71,79.96199999999999
2011,0.5,141.5,JP,24.71,733.0000000000001
2011,0.5,142.5,JP,21.42,794
2011,0.5,152.5,JP,32.58,1085
2011,0.5,153.5,JP,21.72,586.9989999999999
2011,0.5,156.5,JP,22.63,401
2011,-0.5,141.5,JP,26.92,477.99999999999994
2011,-0.5,142.5,JP,30.36,2097
2011,-0.5,143.5,JP,18.33,319.99899999999997
2011,-0.5,149.5,JP,15,290
2011,-0.5,151.5,JP,9.07,171
2011,-0.5,152.5,JP,23.43,692
2011,-0.5,153.5,JP,39.18,826
2011,-0.5,154.5,JP,16.48,213.00000000000003
2011,-0.5,155.5,JP,5.01,40
2011,-0.5,156.5,JP,16.89,520
2011,-1.5,148.5,JP,10,126
2011,-1.5,152.5,JP,21.61,159
2011,-1.5,153.5,JP,21.55,480.0000000000001
2011,-1.5,154.5,JP,65.68,1342.0009999999997
2011,-1.5,155.5,JP,35.15,1787
2011,-1.5,156.5,JP,7.77,551
2011,-1.5,157.5,JP,16.76,742
2011,-1.5,158.5,JP,7.24,403.00100000000003
2011,-1.5,159.5,JP,80.29,1318.0010000000002
2011,-1.5,160.5,JP,34.9,758
2011,-2.5,153.5,JP,33.45,338.00000000000006
2011,-2.5,154.5,JP,80.49,1569.9979999999998
2011,-2.5,155.5,JP,18.59,507.9990000000001
2011,-2.5,156.5,JP,41.65,1286.999
2011,-2.5,157.5,JP,18.8,771
2011,-2.5,158.5,JP,22.1,345
2011,-2.5,159.5,JP,17.16,242.999
2011,-2.5,160.5,JP,26.28,790
2011,-3.5,155.5,JP,45.09,658.9999999999999
2011,-3.5,156.5,JP,21.81,512
2011,-3.5,157.5,JP,58.96,1105.002
2011,-3.5,158.5,JP,32.52,636.0020000000001
2011,-3.5,159.5,JP,26.26,396.00000000000006
2011,-3.5,160.5,JP,6.31,73
2011,-3.5,161.5,JP,9.85,114.99999999999999
2011,-4.5,155.5,JP,7.02,185.00000000000003
2011,-4.5,156.5,JP,29.65,783.9999999999999
2011,-4.5,157.5,JP,30.27,702.9990000000001
2011,-4.5,158.5,JP,13.02,265
2011,-5.5,152.5,JP,29.47,714
2011,-5.5,153.5,JP,33.15,839.001
2011,-5.5,155.5,JP,5.17,70
2011,-5.5,156.5,JP,41.28,1245
2011,-5.5,157.5,JP,2.41,5
2011,-6.5,150.5,JP,1.71,186
2011,-6.5,151.5,JP,5.28,118
2011,-6.5,152.5,JP,40.92,849.9979999999998
2011,-6.5,153.5,JP,67.46,2147.002
2011,-6.5,154.5,JP,18.21,872.9999999999999
2011,-6.5,156.5,JP,5.46,29
2011,-7.5,151.5,JP,3.09,74
2011,-7.5,152.5,JP,6.66,135.999
2011,-7.5,153.5,JP,8.05,499.99999999999994
2011,-8.5,153.5,JP,10.72,224.00000000000003
2011,-8.5,154.5,JP,8.77,171
2011,-0.5,152.5,KR,7.04,294.99899999999997
2011,-0.5,153.5,KR,24.3,419.99899999999997
2011,-0.5,154.5,KR,3.3,125
2011,-0.5,155.5,KR,3.38,149.99900000000002
2011,-0.5,157.5,KR,6.31,200
2011,-1.5,152.5,KR,5.15,261
2011,-1.5,154.5,KR,7.85,525.001
2011,-1.5,155.5,KR,6.1,245
2011,-1.5,156.5,KR,5.52,55
2011,-1.5,157.5,KR,14.87,1330.001
2011,-1.5,159.5,KR,11.27,70.01
2011,-2.5,152.5,KR,11.19,135
2011,-2.5,153.5,KR,16.58,605
2011,-2.5,154.5,KR,7.13,275
2011,-2.5,155.5,KR,13.4,619.9999999999999
2011,-2.5,156.5,KR,20.03,975.002
2011,-2.5,157.5,KR,11.77,370.0009999999999
2011,-2.5,158.5,KR,19.04,690
2011,-2.5,159.5,KR,6.06,125.00099999999999
2011,-2.5,160.5,KR,32.71,940.01
2011,-2.5,171.5,KR,8.4,154.999
2011,-3.5,155.5,KR,20.9,402.998
2011,-3.5,156.5,KR,24.8,820.005
2011,-3.5,157.5,KR,27.58,939.999
2011,-3.5,158.5,KR,26.14,445.038
2011,-3.5,159.5,KR,18.44,229.999
2011,-3.5,160.5,KR,26.74,1219.9999999999998
2011,-3.5,161.5,KR,19.42,595.2
2011,-3.5,162.5,KR,10,289.999
2011,-3.5,-170.5,KR,6.84,590
2011,-4.5,155.5,KR,5.65,210
2011,-4.5,156.5,KR,27.64,862
2011,-4.5,157.5,KR,24.07,590.0000000000001
2011,-4.5,158.5,KR,48.54,1300.065
2011,-4.5,159.5,KR,10.2,496.001
2011,-4.5,160.5,KR,29.42,767.999
2011,-4.5,161.5,KR,43.02,1352.001
2011,-4.5,162.5,KR,22.5,655.001
2011,-4.5,-173.5,KR,12.55,720
2011,-5.5,152.5,KR,15.23,390
2011,-5.5,153.5,KR,14.35,465
2011,-5.5,156.5,KR,10.1,60
2011,-5.5,157.5,KR,13,557.4509999999999
2011,-5.5,158.5,KR,33.73,1095.109
2011,-5.5,159.5,KR,6.78,60
2011,-5.5,160.5,KR,34.46,785
2011,-5.5,161.5,KR,48.25,1575.001
2011,-5.5,162.5,KR,51.84,2128
2011,-5.5,163.5,KR,21.23,865.001
2011,-5.5,164.5,KR,8.65,234.99900000000002
2011,-6.5,151.5,KR,5.35,190
2011,-6.5,152.5,KR,5.54,209.99999999999997
2011,-6.5,153.5,KR,8.01,399.999
2011,-6.5,158.5,KR,9.71,160.00799999999998
2011,-6.5,159.5,KR,10.26,285.04
2011,-6.5,160.5,KR,37.12,755
2011,-6.5,161.5,KR,23.06,676.999
2011,-6.5,162.5,KR,34.54,1810.0000000000002
2011,-6.5,163.5,KR,32.18,1151
2011,-6.5,164.5,KR,6.78,310.002
2011,-7.5,151.5,KR,3.05,55.01
2011,-7.5,160.5,KR,21.56,730.0000000000001
2011,-7.5,161.5,KR,12.48,184.99999999999997
2011,-7.5,162.5,KR,7.56,151.999
2011,-7.5,163.5,KR,5.09,74
2011,-7.5,164.5,KR,10.01,292.99899999999997
2011,-7.5,166.5,KR,6.43,415
2011,-7.5,174.5,KR,4.7,95
2011,-7.5,175.5,KR,4.89,175
2011,-8.5,155.5,KR,5.49,115.00100000000002
2011,-8.5,162.5,KR,17.56,295
2011,-8.5,163.5,KR,5.54,617
2011,-8.5,165.5,KR,5.93,85
2011,-8.5,166.5,KR,4.31,45.001000000000005
2011,-8.5,169.5,KR,15.66,594.999
2011,-8.5,174.5,KR,7.8,525
2011,-9.5,154.5,KR,23.34,1400.001
2011,-9.5,157.5,KR,37.28,672.0609999999999
2011,-9.5,158.5,KR,9.04,80
2011,-9.5,162.5,KR,8.04,710
2011,-9.5,164.5,KR,3.69,45
2011,-10.5,153.5,KR,1.93,55.00099999999999
2011,-10.5,154.5,KR,8.08,310.001
2011,-10.5,156.5,KR,7.19,194.999
2011,-10.5,157.5,KR,21.95,665.0100000000001
2011,-10.5,158.5,KR,16.33,215.031
2011,-10.5,159.5,KR,17.65,475.00199999999995
2011,-11.5,158.5,KR,8.49,220
2011,-11.5,159.5,KR,4.57,115.00099999999999
2011,-11.5,160.5,KR,11.44,345
2011,1.5,157.5,MH,4.21,342.54999999999995
2011,-0.5,153.5,MH,6.39,162.26100000000002
2011,-0.5,155.5,MH,6.74,685.101
2011,-0.5,156.5,MH,8.82,378.848
2011,-0.5,164.5,MH,6.92,162.288
2011,-0.5,165.5,MH,12.01,282.573
2011,-0.5,166.5,MH,8.1,132.218
2011,-0.5,167.5,MH,8.32,643.057
2011,-0.5,168.5,MH,6.99,324.59399999999994
2011,-0.5,172.5,MH,5.81,550.496
2011,2.5,161.5,MH,6.31,210.339
2011,-1.5,152.5,MH,8.02,282.545
2011,-1.5,153.5,MH,7.11,120.193
2011,-1.5,154.5,MH,8.23,222.439
2011,-1.5,155.5,MH,7.7,145.975
2011,-1.5,156.5,MH,11.95,513.309
2011,-1.5,157.5,MH,8.83,246.40800000000002
2011,-1.5,160.5,MH,5.54,60.155
2011,-1.5,164.5,MH,5.64,56.611
2011,-1.5,165.5,MH,12.14,408.668
2011,-1.5,166.5,MH,9.32,769.5139999999999
2011,-1.5,167.5,MH,5.68,156.38299999999998
2011,-1.5,168.5,MH,6.69,186.302
2011,-1.5,169.5,MH,13.68,300.483
2011,-1.5,170.5,MH,9.61,186.3
2011,-1.5,171.5,MH,10.62,91.359
2011,-1.5,172.5,MH,6.32,414.667
2011,-1.5,173.5,MH,8.72,474.773
2011,3.5,173.5,MH,6.53,165.87900000000002
2011,-2.5,153.5,MH,7.9,67.308
2011,-2.5,154.5,MH,5.58,24.062
2011,-2.5,155.5,MH,5.7,204.75
2011,-2.5,156.5,MH,14.6,182.837
2011,-2.5,157.5,MH,4.66,54.266000000000005
2011,-2.5,158.5,MH,6.68,411.53999999999996
2011,-2.5,159.5,MH,9.26,389.42499999999995
2011,-2.5,161.5,MH,6.99,403.127
2011,-2.5,164.5,MH,14,335.34200000000004
2011,-2.5,165.5,MH,13.27,276.443
2011,-2.5,166.5,MH,11.9,372.59999999999997
2011,-2.5,167.5,MH,11.11,514.4259999999999
2011,-2.5,168.5,MH,5.66,28.846999999999994
2011,-2.5,169.5,MH,7.18,511.08500000000004
2011,-3.5,157.5,MH,12.95,97.597
2011,-3.5,158.5,MH,16.11,599.343
2011,-3.5,160.5,MH,11.12,212.74099999999999
2011,-3.5,165.5,MH,7.77,228.817
2011,-4.5,157.5,MH,6.74,69.952
2011,-4.5,158.5,MH,6.25,168.27100000000002
2011,0.5,143.5,PG,7.17,628.199
2011,0.5,144.5,PG,9.83,550.508
2011,0.5,156.5,PG,12.38,290
2011,-0.5,142.5,PG,4.17,28.829000000000004
2011,-0.5,143.5,PG,20.59,229.71000000000004
2011,-0.5,144.5,PG,24.28,452.15000000000003
2011,-0.5,146.5,PG,41.18,754.458
2011,-0.5,147.5,PG,36.06,687.079
2011,-0.5,148.5,PG,14.39,399.46100000000007
2011,-0.5,149.5,PG,16.07,126.00000000000001
2011,-0.5,151.5,PG,8.04,135
2011,-0.5,152.5,PG,35.53,788.0000000000001
2011,-0.5,153.5,PG,19.87,430.999
2011,-0.5,154.5,PG,23.13,731.0020000000001
2011,-1.5,141.5,PG,33.91,589
2011,-1.5,142.5,PG,32,374.00199999999995
2011,-1.5,143.5,PG,12.15,504.214
2011,-1.5,145.5,PG,10.5,23.911000000000005
2011,-1.5,146.5,PG,27.55,434.414
2011,-1.5,147.5,PG,22.06,718.0740000000001
2011,-1.5,150.5,PG,3.96,50
2011,-1.5,151.5,PG,8.34,315.001
2011,-1.5,152.5,PG,13.43,241
2011,-1.5,153.5,PG,8.8,95
2011,-1.5,154.5,PG,31.83,580
2011,-1.5,155.5,PG,21.92,404.00100000000003
2011,-1.5,156.5,PG,13.64,615
2011,-1.5,159.5,PG,8.02,15
2011,-2.5,141.5,PG,84.27,1286.07
2011,-2.5,142.5,PG,134.15,1606.712
2011,-2.5,143.5,PG,84.48,823.6199999999999
2011,-2.5,144.5,PG,29.37,365.90000000000003
2011,-2.5,145.5,PG,23.12,299.68699999999995
2011,-2.5,147.5,PG,17.41,110.031
2011,-2.5,148.5,PG,44.17,562.9999999999999
2011,-2.5,152.5,PG,16.42,214.17800000000003
2011,-2.5,153.5,PG,35.39,433.19
2011,-2.5,154.5,PG,40.05,590.7990000000001
2011,-2.5,155.5,PG,18.67,394.99800000000005
2011,-2.5,156.5,PG,15,259.997
2011,-2.5,158.5,PG,7.28,40.998999999999995
2011,-2.5,159.5,PG,27.09,331.001
2011,-2.5,160.5,PG,46.14,1070.05
2011,-2.5,161.5,PG,8.49,125
2011,-2.5,168.5,PG,4.11,100.001
2011,-2.5,171.5,PG,7.33,124
2011,-3.5,145.5,PG,73.82,945.1
2011,-3.5,146.5,PG,46.6,601.0020000000001
2011,-3.5,147.5,PG,5.29,70.001
2011,-3.5,148.5,PG,32.25,441.50100000000003
2011,-3.5,149.5,PG,27.7,682.1
2011,-3.5,150.5,PG,37.62,650.3000000000001
2011,-3.5,155.5,PG,19.15,214
2011,-3.5,156.5,PG,28.48,439.9990000000001
2011,-3.5,157.5,PG,3.24,9.999999999999998
2011,-3.5,158.5,PG,14.7,264.999
2011,-3.5,159.5,PG,20.4,382.07899999999995
2011,-3.5,160.5,PG,5.53,65
2011,-4.5,145.5,PG,20.04,125
2011,-4.5,146.5,PG,41.4,523.0010000000001
2011,-4.5,147.5,PG,24.49,446.699
2011,-4.5,148.5,PG,14.93,302.10100000000006
2011,-4.5,149.5,PG,34.14,575.9409999999999
2011,-4.5,150.5,PG,14.76,255.742
2011,-4.5,155.5,PG,10.79,196.99800000000002
2011,-4.5,156.5,PG,6.36,150.00099999999998
2011,-4.5,157.5,PG,19.3,331
2011,-4.5,158.5,PG,22.9,370.001
2011,-4.5,161.5,PG,6.53,39
2011,-5.5,149.5,PG,15.51,204.6
2011,-5.5,152.5,PG,22.67,344.999
2011,-5.5,153.5,PG,7.5,79.999
2011,-5.5,156.5,PG,5.47,104.999
2011,-5.5,157.5,PG,11.77,375.30100000000004
2011,-5.5,160.5,PG,10.21,345
2011,-6.5,150.5,PG,18.87,381
2011,-6.5,151.5,PG,12.81,384.40000000000003
2011,-6.5,152.5,PG,31.59,768.002
2011,-6.5,153.5,PG,25.93,1200
2011,-6.5,154.5,PG,14.11,495
2011,-6.5,158.5,PG,11.86,262.401
2011,-6.5,159.5,PG,3.65,95
2011,-6.5,160.5,PG,8.65,145.20000000000002
2011,-7.5,151.5,PG,3.58,70.001
2011,-7.5,152.5,PG,5.08,119.999
2011,-7.5,153.5,PG,8.52,86.998
2011,-7.5,154.5,PG,4.45,120.39999999999999
2011,-8.5,153.5,PG,6.7,38
2011,-8.5,154.5,PG,10.43,162.00100000000003
2011,-9.5,154.5,PG,27.61,930.001
2011,-9.5,155.5,PG,9.08,290.49999999999994
2011,-9.5,164.5,PG,7.13,337.602
2011,-10.5,154.5,PG,13.96,531.001
2011,-12.5,156.5,PG,2,15
2011,-0.5,142.5,PH,17.44,367.778
2011,-0.5,143.5,PH,14.53,129.805
2011,-0.5,144.5,PH,14.48,176.35399999999998
2011,-1.5,142.5,PH,40.31,654.628
2011,-1.5,143.5,PH,12.76,287.033
2011,-1.5,145.5,PH,45.78,939.179
2011,-1.5,146.5,PH,76.36,1329.368
2011,-1.5,147.5,PH,22.13,516.82
2011,-1.5,148.5,PH,10.47,198.06799999999998
2011,-2.5,142.5,PH,36.92,711.9929999999999
2011,-2.5,143.5,PH,43.45,346.784
2011,-2.5,144.5,PH,31.35,235.183
2011,-2.5,145.5,PH,8.12,92.124
2011,-2.5,147.5,PH,12.33,388.898
2011,-2.5,148.5,PH,60.65,2194.482
2011,-3.5,145.5,PH,28.46,442.726
2011,-3.5,146.5,PH,11.05,85.149
2011,-3.5,147.5,PH,10.1,126.306
2011,-3.5,148.5,PH,18.96,312.96
2011,-3.5,149.5,PH,32.46,392.322
2011,-3.5,150.5,PH,47.29,884.001
2011,-4.5,149.5,PH,34.02,497.47299999999996
2011,-4.5,150.5,PH,36.25,1129.965
2011,-6.5,149.5,PH,12.4,55.40699999999999
2011,-7.5,155.5,SB,12.94,456.609
2011,-7.5,156.5,SB,40.8,1426.0549999999998
2011,-7.5,157.5,SB,13.13,200.086
2011,-7.5,158.5,SB,10.99,251.393
2011,-8.5,156.5,SB,39.78,973.451
2011,-8.5,158.5,SB,35.71,672.1930000000001
2011,-8.5,159.5,SB,23.34,476.926
2011,-9.5,158.5,SB,25.23,697.537
2011,-9.5,159.5,SB,24.03,753.971
2011,-9.5,160.5,SB,5.34,241.131
2011,-9.5,161.5,SB,19.28,538.596
2011,0.5,143.5,TW,7.24,417.62199999999996
2011,0.5,145.5,TW,10.89,105.51400000000001
2011,0.5,146.5,TW,6.27,89.926
2011,0.5,153.5,TW,30.98,239.80499999999998
2011,0.5,154.5,TW,16.48,794.9580000000001
2011,0.5,156.5,TW,15.99,183.452
2011,1.5,144.5,TW,6.5,589.923
2011,1.5,148.5,TW,6.4,103.116
2011,1.5,152.5,TW,11.66,226.01700000000002
2011,1.5,154.5,TW,13.37,690.641
2011,1.5,155.5,TW,19.19,123.49799999999999
2011,1.5,157.5,TW,25.54,591.1220000000001
2011,1.5,166.5,TW,9.99,167.864
2011,-0.5,146.5,TW,19.18,256.59200000000004
2011,-0.5,147.5,TW,16.36,473.62
2011,-0.5,148.5,TW,23.7,1381.283
2011,-0.5,149.5,TW,16.4,726.612
2011,-0.5,150.5,TW,9.5,338.126
2011,-0.5,151.5,TW,15.84,334.528
2011,-0.5,152.5,TW,32.1,1080.326
2011,-0.5,153.5,TW,54.81,926.8499999999999
2011,-0.5,154.5,TW,62.36,1464.0159999999998
2011,-0.5,155.5,TW,45.63,953.277
2011,-0.5,156.5,TW,18.24,92.326
2011,-0.5,166.5,TW,10.2,113.908
2011,2.5,152.5,TW,9.59,211.62900000000002
2011,2.5,153.5,TW,7.09,131.894
2011,2.5,154.5,TW,18.73,506.95000000000005
2011,2.5,155.5,TW,26.54,125.898
2011,2.5,162.5,TW,5.66,273.37800000000004
2011,2.5,163.5,TW,18.82,599.514
2011,-1.5,147.5,TW,26.33,828.7690000000001
2011,-1.5,148.5,TW,8.88,324.93600000000004
2011,-1.5,151.5,TW,12.91,179.853
2011,-1.5,152.5,TW,20.58,205.03300000000002
2011,-1.5,153.5,TW,36.18,461.62699999999995
2011,-1.5,154.5,TW,32.85,960.4259999999999
2011,-1.5,155.5,TW,24.86,351.312
2011,-1.5,156.5,TW,27.63,773.374
2011,-1.5,159.5,TW,6.5,185.84899999999996
2011,-1.5,166.5,TW,10.2,67.146000000000015
2011,-1.5,168.5,TW,15.76,128.294
2011,-1.5,169.5,TW,13.89,36.33
2011,-1.5,170.5,TW,52.23,1471.9549999999997
2011,-1.5,171.5,TW,15.59,223.019
2011,-1.5,172.5,TW,25.8,365.704
2011,3.5,151.5,TW,7.01,27.578
2011,3.5,163.5,TW,18.22,251.79399999999998
2011,3.5,164.5,TW,19.77,695.437
2011,-2.5,153.5,TW,8.47,149.879
2011,-2.5,154.5,TW,14.18,176.256
2011,-2.5,155.5,TW,24.63,285.36799999999994
2011,-2.5,156.5,TW,15.01,267.38399999999996
2011,-2.5,157.5,TW,6.78,7.552999999999999
2011,-2.5,158.5,TW,7.58,32.433
2011,-2.5,159.5,TW,28.9,387.285
2011,-2.5,160.5,TW,40.7,896.874
2011,-2.5,161.5,TW,23.72,291.43600000000004
2011,-2.5,162.5,TW,3.31,62.35
2011,-2.5,166.5,TW,10.18,74.34
2011,-2.5,167.5,TW,28.84,359.11
2011,-2.5,168.5,TW,32.23,818.936
2011,-2.5,170.5,TW,14.91,191.965
2011,-2.5,171.5,TW,14.07,311.749
2011,-2.5,173.5,TW,9.27,71.941
2011,4.5,155.5,TW,6.3,12.590000000000002
2011,4.5,164.5,TW,6.59,242.205
2011,4.5,165.5,TW,19.2,437.64599999999996
2011,-3.5,155.5,TW,20.79,345.31899999999996
2011,-3.5,156.5,TW,47.95,730.209
2011,-3.5,157.5,TW,18.33,175.058
2011,-3.5,158.5,TW,35.13,591.1569999999999
2011,-3.5,159.5,TW,8.59,44.361999999999995
2011,-3.5,160.5,TW,22.42,206.474
2011,-3.5,161.5,TW,18.5,252.99499999999998
2011,-3.5,162.5,TW,12.36,176.257
2011,-3.5,166.5,TW,16.3,331.53000000000003
2011,-3.5,168.5,TW,19.54,300.95599999999996
2011,-3.5,169.5,TW,8.75,83.932
2011,-3.5,170.5,TW,7.8,53.955
2011,-3.5,172.5,TW,5.46,15.587000000000002
2011,-3.5,174.5,TW,6.93,125.898
2011,-4.5,156.5,TW,16.01,215.827
2011,-4.5,157.5,TW,9.28,134.291
2011,-4.5,158.5,TW,8.11,3.5969999999999995
2011,-4.5,161.5,TW,5.93,101.918
2011,6.5,163.5,TW,6.5,120.106
2011,6.5,164.5,TW,5.2,323.738
2011,-6.5,152.5,TW,12.65,113.91
2011,-6.5,153.5,TW,5.82,219.422
2011,-8.5,154.5,TW,6.17,41.964999999999996
2011,-0.5,152.5,US,6.8,120.018
2011,-0.5,153.5,US,12.96,239.99500000000003
2011,-0.5,154.5,US,14.36,187.23800000000003
2011,-0.5,164.5,US,3.81,113.84299999999999
